#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
YC|SBB6|4.83194|117.355751|234.0|Luasong|2018-03-16T04:05:00|2020-01-13T04:55:00
YY|OBS36|18.0529|145.431702|-3176.0|LDEO OBS36|2003-06-19T00:00:00|2004-05-08T23:59:59
IA|WBSI|-9.6411|119.3911|456.67|Station Waikabubak, Sumba, Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
IA|SBJI|-6.1117|106.1318|64.48|Station Serang, Indonesia|2006-01-01T00:00:00|2599-12-31T23:59:59
TM|PHRA|18.4989|100.229|186.0|Song, Phrae|2008-01-01T00:00:00|2599-12-31T23:59:59
IA|BATI|-10.2065|123.6633|356.11|Station Kupang, Timor|2007-01-01T00:00:00|2599-12-31T23:59:59
Z1|DEBA|-18.253401|178.055298|63.0|Deuba, Viti Levu, Fiji|2009-10-29T00:00:00|2010-04-22T23:59:59
GE|BKB|-1.1073|116.9048|110.0|GEOFON Station GEOFON Station Balikpapan, Kalimantan|2009-06-09T00:00:00|2599-12-31T23:59:59
IA|LRTI|-8.2752|123.0|53.0|Station LRTI|2013-01-01T00:00:00|2599-12-31T23:59:59
XD|MGO|-10.402871|150.303696|108.0|Manago Village, Alotau|1999-07-17T08:05:11|2000-12-31T23:59:59
YC|SBE5|5.93328|118.010117|2.0|UMS|2018-03-12T05:15:00|2020-01-10T00:25:00
YO|ALBT4|-39.150261|174.125565|210.0|ALBT4|2001-10-01T00:00:00|2002-01-31T22:15:00
YC|SBA4|4.45879|116.589767|216.0|SK|2018-03-19T07:15:00|2020-01-14T09:05:00
GE|PLAI|-8.8275|117.7765|125.0|GEOFON Station Plampang, Sumbawa, Indonesia|2011-03-04T00:00:00|2599-12-31T23:59:59
IA|SMSI|0.9885|122.3654|85.39|Station Sumalata, BMG, Indonesia|2012-01-01T00:00:00|2599-12-31T23:59:59
XC|LAMA|-43.7122|169.464203|93.0|Lake Moeraki|1995-11-28T04:48:51|1996-12-31T23:59:59
ZN|WALA|-10.2734|150.788895|13.0|Walalaia, Papua New Guinea|2010-03-24T00:00:00|2011-12-31T23:59:59
YC|SBF4|6.37312|117.620827|20.0|Sk.|2018-03-10T07:00:00|2020-01-10T04:55:00
GE|PMBT|-2.927|104.772|30.0|GEOFON Station Palembang, Sumatra, Indonesia|2005-12-06T00:00:00|2009-05-29T00:00:00
YY|OBS51|18.349701|147.101303|-2757.0|LDEO OBS51|2003-06-19T00:00:00|2003-07-31T23:59:59
ZU|NZ20|-40.199501|170.750305|-714.0|SIO_OBS_ID: 122|2009-02-08T00:00:00|2010-01-27T23:59:59
7B|SA02|-17.3633|144.484695|0.0|QUEENSLAND, AUSTRALIA|1993-06-26T05:57:49|1993-08-05T18:19:48
RM|SZP|17.552|120.455002|100.0|Santa Ilocos Sur|2008-04-24T00:00:00|2599-12-31T23:59:59
S1|AUALB|-34.9995|117.9046|50.0|St Joseph's College|2013-09-26T00:00:00|2599-12-31T23:59:59
YS|SAVU|-10.5476|121.8613|120.0|Desa Raenyale village, Savu Island Indonesia|2014-10-14T00:00:00|2016-12-31T23:59:59
ZB|BURI|-3.1451|100.454102|35.0|Burie-200-50-10-05|2007-12-08T00:00:00|2008-10-19T23:00:00
YY|OBS55|19.4498|146.849701|-4735.0|LDEO OBS55|2003-06-18T00:00:00|2003-07-31T23:59:59
IA|PTKI|-0.14195|109.40296|36.0|Station Pontianak, Kalimantan, Indonesia (JISNET)|2006-03-03T00:00:00|2599-12-31T23:59:59
YC|SBF1|6.45216|116.498451|12.0|Kg.|2018-03-27T03:00:00|2020-01-17T04:30:00
7B|SC01|-13.4|131.507004|0.0|QUEENSLAND, AUSTRALIA|1994-05-26T05:45:37|1994-10-05T20:48:46
S1|AUBUS|-33.6601|115.3828|13.0|Georgiana Molloy Anglican School|2013-10-20T00:00:00|2599-12-31T23:59:59
AU|WR2|-19.946861|134.362381|385.4|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
Z6|OH10|-8.9728|110.3593|-1696.0|Station OH10, Indonesia|2004-05-03T00:00:00|2004-10-03T00:00:00
S1|AURSC|-38.368|144.8866|23.0|Rosebud Secondary College|2013-05-24T00:00:00|2599-12-31T23:59:59
AU|MLBS|-37.82915|144.89437|9.0|Scienceworks Melbourne|2013-03-01T00:00:00|2599-12-31T23:59:59
ZN|KEIA|-10.2123|150.553696|15.0|Keia, Papua New Guinea|2010-09-21T00:00:00|2011-12-31T23:59:59
YO|HOLT4|-39.428532|174.562881|280.0|HOLT4|2001-10-01T00:00:00|2002-01-31T21:55:00
IA|SCJI|-7.681|109.16892|45.0|Station Gunung Srandil, Java, BMG, Indonesia|2007-01-01T00:00:00|2599-12-31T23:59:59
AU|YARR|-33.6174|150.6877|19.0|Yarramundi, Sydney, NSW|2016-11-29T00:00:00|2599-12-31T23:59:59
1U|RBY|-36.816657|175.077896|170.0|Rocky Bay Waiheke|2023-01-01T00:00:00|2025-12-31T23:59:59
YY|OBS23|17.9659|146.716293|-3491.0|LDEO OBS23|2003-06-20T00:00:00|2004-04-30T23:59:59
ZB|F03S|-0.64755|100.59552|551.0|NO-secondary-sample-rate|2008-06-22T00:00:00|2008-10-20T20:29:29
YY|OBS53|18.7006|143.699295|-3656.0|LDEO OBS53|2003-06-16T00:00:00|2003-07-30T23:59:59
1U|RUC|-36.124113|174.011005|0.0|Ruawai College|2023-01-01T00:00:00|2025-12-31T23:59:59
IA|PBKI|-2.7047|111.6697|74.44|Station Pangkalan Bun, Kalimantan|2007-01-01T00:00:00|2599-12-31T23:59:59
AU|PSAD1|-21.455038|119.830154|280.0|Pilbara Seismic Array Element D1|2011-01-01T00:00:00|2599-12-31T23:59:59
7B|SA03|-20.337999|142.667801|0.0|QUEENSLAND, AUSTRALIA|1993-05-13T01:16:12|1993-10-05T03:22:28
XM|EWZA|-43.509998|170.8526|623.0|Erewhon|1994-01-25T00:00:00|1994-04-23T00:00:00
IA|UWJI|-6.4191|110.9474|61.52|Station Ujung Watu, Java|2009-01-01T00:00:00|2599-12-31T23:59:59
S1|AUSMG|-36.4161|148.6084|951.0|Snowy Mountains Grammar School|2013-03-18T00:00:00|2599-12-31T23:59:59
XU|COVA|-45.471199|161.161407|80.0|Deep Cove|1996-01-01T00:00:00|1997-12-31T23:59:59
XD|DELB|-7.56202|110.462578|1530.0|Deles|2001-01-24T06:35:45|2001-12-31T23:59:59
IA|TWSI|-8.7381|116.8821|86.6|Station Taliwang, Sumbawa, Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
MI|PGNE|18.15277|145.7865|256.0|PGNE, Northern Marianas Islands|2013-06-01T00:00:00|2599-12-31T23:59:59
AU|PTPS|-33.172501|137.994293|9.0|Port Pirie JUMP, SA|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|RK1H|-23.3876|150.493896|66.0|Rockhampton 1 Hard Rock JUMP, QLD|2009-01-13T00:00:00|2599-12-31T23:59:59
S1|AUGRF|-34.2858|146.059|132.0|Marian Catholic College|2019-04-01T00:15:53|2599-12-31T23:59:59
XD|SEHD|-9.941298|151.188126|83.0|Sehulea (Bwaruada Village), Normanby Island|1999-07-21T06:45:40|2000-12-31T23:59:59
XQ|6110|-38.665699|176.054596|462.0|Wairakei|2002-08-14T00:00:00|2002-11-02T00:00:00
YO|MOKT4|-38.96883|174.57547|125.0|MOKT4|2001-10-01T00:00:00|2002-02-01T04:15:00
AU|BW2S|-19.9984|148.223206|7.0|BOWEN SOFT JUMP QUEENSLAND|2012-08-02T00:00:00|2599-12-31T23:59:59
IA|DSRI|-0.4793|104.5778|58.43|Station Dabo, Singkep|2007-01-01T00:00:00|2599-12-31T23:59:59
7E|KB04|-15.9122|128.122498|121.0|QUEENSLAND, AUSTRALIA|1998-05-23T02:06:41|1998-07-20T01:40:31
YC|SBC3|5.2554|116.098557|278.0|Kg.|2018-03-21T02:30:00|2020-01-15T07:55:00
IA|BLSI|-5.3676|105.2452|146.79|Station Bandar Lampung, Sumatra|2007-01-01T00:00:00|2599-12-31T23:59:59
IA|RTBI|-8.4597|114.942|300.74|Station Rangdo, Negare, Bali, Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
S1|AUROX|-30.5601|136.8971|106.0|Roxby Downs Area School|2013-09-02T00:00:00|2599-12-31T23:59:59
Z6|OH03|-9.8368|110.0433|-1853.0|Station OH03, Indonesia|2004-05-02T00:00:00|2004-10-02T00:00:00
IC|QIZ|19.02928|109.84398|240.0|Qiongzhong, Hainan Province, China|2001-02-18T00:00:00|2599-12-31T23:59:59
ZN|PEMM|-9.6207|149.794296|8.0|Pem_Mission, Papua New Guinea|2010-03-18T00:00:00|2011-12-31T23:59:59
MY|LDM|5.1777|118.498001|177.0|Lahad Datu|2005-02-17T00:00:00|2599-12-31T23:59:59
S1|AUMOU|-24.5752|149.9814|153.0|Moura State High School|2013-08-26T00:00:00|2599-12-31T23:59:59
ZU|NZ02|-43.998001|166.501099|-3816.0|SIO_OBS_ID: 128|2009-02-01T00:00:00|2010-02-04T23:59:59
TM|PBKT|16.573514|100.968755|803.0|Khao Kho, Phetchabun|2008-01-01T00:00:00|2599-12-31T23:59:59
ZB|C20S|-0.21448|100.320999|830.0|NO-secondary-sample-rate-Height-from-SRTM|2008-07-02T00:00:00|2008-10-23T20:29:29
G|PVC|-17.74|168.312|80.0|Port Vila - Efate island, Vanuatu|1994-06-01T00:00:00|2004-04-01T00:01:00
IA|TARAI|3.32712|117.57037|95.0|Station Tarakan, Kalimantan, Indonesia (JISNET)|2000-01-01T00:00:00|2599-12-31T23:59:59
IU|GUMO|13.5893|144.8684|170.0|Guam, Mariana Islands|1991-06-09T00:00:00|2599-12-31T23:59:59
AU|MTKN|-31.9333|115.773697|57.0|Mount Kenneth JUMP, WA|2009-06-27T00:00:00|2599-12-31T23:59:59
ZN|LITA|-8.5247|150.047302|10.0|LitabaIsland, Papua New Guinea|2010-03-16T00:00:00|2010-09-19T23:59:59
XQ|6150|-38.6576|176.005905|563.5|6150|2002-07-31T00:00:00|2002-11-04T00:00:00
YC|SBE4|6.05975|117.307152|32.0|Kg.|2018-03-10T06:50:00|2020-01-09T05:50:00
GE|TOLI|1.1214|120.7944|86.0|GEOFON Station GEOFON Station Tolitoli, Sulawesi|2008-06-30T00:00:00|2599-12-31T23:59:59
7B|SD08|-30.7208|130.410904|0.0|QUEENSLAND, AUSTRALIA|1995-03-27T09:03:22|1995-08-10T01:25:16
AU|BTL06|-17.04646|133.80311|0.233|Beetaloo Station, NT|2021-08-31T00:00:00|2021-09-07T00:37:11
AU|WR6|-19.954227|134.453049|356.5|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
XC|MAYA|-43.745399|171.3694|530.0|Mayfield|1995-11-13T03:37:46|1996-12-31T23:59:59
YS|MALK|-9.5794|124.8743|50.0|Betun village (Malaka), Timor Indonesia|2014-10-08T00:00:00|2016-12-31T23:59:59
ZU|NZ11|-43.299999|168.850204|-911.0|SIO_OBS_ID: 124|2009-02-04T00:00:00|2010-02-02T23:59:59
IA|SWJI|-7.7349|111.7669|723.33|Station Sawahan, Java|2007-01-01T00:00:00|2599-12-31T23:59:59
XC|CLIA|-46.291599|169.313507|352.0|Clinton|1995-11-12T22:58:30|1996-04-09T03:59:59
ZB|L10S|0.6458|100.867378|60.0|200-50-25-05-GPS-problems|2008-04-19T00:00:00|2009-03-11T20:29:29
AU|BTL02|-16.09792|132.82894|241.0|Avago Station, NT|2021-08-26T00:00:00|2021-09-07T00:37:11
ZB|F05S|-0.56638|100.34948|127.0|NO-secondary-sample-rate-No-protocoll|2008-06-27T02:01:37|2008-10-13T00:00:00
XM|MTHA|-42.894402|171.110306|60.0|Mount Harry|1994-01-25T00:00:00|1994-04-23T00:00:00
2O|BTL10|-16.693541|135.215949|276.0|Goanna Creek, NT|2023-06-23T00:00:00|2025-12-31T00:28:28
AU|QLP|-26.5837|144.235001|210.0|Quilpie, QLD|2003-11-13T00:00:00|2599-12-31T23:59:59
IA|IGBI|-8.8181|115.1456|248.0|Station Ingas, Indonesia (CN)|2006-01-01T00:00:00|2599-12-31T23:59:59
IA|LBMI|-0.6379|127.5008|113.91|Station Labuha, Bacan, Indonesia (BMKG)|2007-01-01T00:00:00|2599-12-31T23:59:59
AU|TV2S|-19.2904|146.788696|25.0|Townsville 2 Soft Rock Urban Monitoring, Queensland|2012-08-01T00:00:00|2024-08-22T00:00:00
YW|MSWL6|-32.321142|150.919118|242.0|Rapid Deployment Kit|2024-09-18T00:00:00|2025-12-31T23:59:59
IA|KMPI|-3.6616|133.7044|90.04|Station Kaimana, Papua, Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
ND|JNKNC|-21.035|167.2724|36.0|Jinek|2019-11-24T18:00:00|2024-02-01T00:00:00
XD|EGM|-9.385922|151.939438|100.0|Egum Atoll|1999-10-18T20:52:04|2000-12-31T23:59:59
AU|LHI|-31.52|159.061295|73.7|Lord Howe Island|2007-07-08T00:00:00|2599-12-31T23:59:59
ZN|MAYA|-9.9483|150.880798|20.0|Mayabari, Papua New Guinea|2010-03-22T00:00:00|2011-12-31T23:59:59
S1|AUTAR|-42.9425|147.3551|25.0|Taroona High School|2013-11-01T00:00:00|2599-12-31T23:59:59
ZN|WAPO|-9.3548|150.532394|13.0|Wapolu, Papua New Guinea|2010-03-22T00:00:00|2010-10-27T23:59:59
IA|BLJI|-7.745|113.595|80.85|Station Banyuglugur, Java|2008-01-01T00:00:00|2599-12-31T23:59:59
1U|OCB|-35.842129|174.56879|76.0|Ocean Beach|2023-01-01T00:00:00|2025-12-31T23:59:59
2O|BTL02|-16.09792|132.82894|241.0|Avago Station, NT|2021-08-26T00:00:00|2025-12-31T00:00:00
GE|SANI|-2.0496|125.9881|30.0|GEOFON Station Sanana, Moluccas, Indonesia|2009-12-03T00:00:00|2599-12-31T23:59:59
IA|MPSI|0.3374|119.898|174.0|Station Mapaga, Sulawesi|2008-01-01T00:00:00|2599-12-31T23:59:59
AU|WOLH|-34.407|150.874|91.0|Wollongong Hard Rock, NSW|2011-03-23T00:00:00|2599-12-31T23:59:59
YS|MELO|-9.8698|120.6445|26.0|Melolo village, se Sumba Island Indonesia|2014-10-19T00:00:00|2016-12-31T23:59:59
AU|PSAD2|-21.61713|119.962402|366.0|Pilbara Seismic Array Element D2|2011-01-01T00:00:00|2599-12-31T23:59:59
1U|TEA|-37.495511|175.70459|114.0|Te Aroha|2023-01-01T00:00:00|2025-12-31T23:59:59
XC|MTCA|-43.7342|170.091293|859.0|Mt Cook|1995-11-11T03:27:43|1996-12-31T23:59:59
AU|KLBR|-31.591499|117.754601|320.0|Kellerberrin, Western Australia|2003-05-29T00:00:00|2599-12-31T23:59:59
GE|BNDI|-4.5224|129.9045|16.0|GEOFON Station Bandaneira, Indonesia|2008-07-04T00:00:00|2599-12-31T23:59:59
XD|GAM|-9.422573|150.800171|118.0|Gameta, Fergusson Island|1999-07-21T04:38:28|2000-12-31T23:59:59
AU|BW1H|-20.004499|148.236099|63.0|Bowen Hard JUMP, Queensland|2012-08-01T00:00:00|2599-12-31T23:59:59
ZN|KAW2|-8.5224|150.299393|50.0|Kawa_Island, Papua New Guinea|2010-09-18T00:00:00|2011-12-31T23:59:59
AU|NAPP|-33.1828|138.147797|181.0|Napperby JUMP, South Australia|2009-01-01T00:00:00|2599-12-31T23:59:59
S1|AUMTC|-37.6089|143.8771|48.0|Mt Clear College/Earth Ed|2013-05-24T00:00:00|2599-12-31T23:59:59
IA|ATNI|-9.0835|124.8644|404.62|Station Atambua, BMG, Indonesia|2012-01-01T00:00:00|2599-12-31T23:59:59
AU|KNRA|-15.6769|128.762802|126.0|Kununurra, WA|2008-08-21T00:00:00|2599-12-31T23:59:59
YC|SBB8|4.85014|118.12941|0.0|Paradise|2018-03-15T03:55:00|2020-01-11T08:00:00
YC|SBC2|5.2488|115.69165|6.0|Papar|2018-03-24T04:10:00|2020-01-16T05:20:00
IA|KRAI|-3.3184|128.3947|124.54|Station Karang Ratu, Ambon, Maluku, Indonesia (BMKG)|2009-10-20T00:00:00|2599-12-31T23:59:59
XT|VATI|-17.439322|177.761108|66.0|Vati|2001-07-30T05:21:10|2002-12-31T23:59:59
GE|FAKI|-2.91925|132.24889|136.0|GEOFON Station GEOFON Station Fak Fak, Irian Jaya|2008-12-01T00:00:00|2599-12-31T23:59:59
XB|ALI00|-41.710201|172.877396|692.0|-|2001-06-03T00:00:00|2001-12-21T00:00:00
ZN|KAWA|-8.522|150.299698|53.0|KawaIsl, Papua New Guinea|2010-03-15T00:00:00|2010-09-07T23:59:59
IA|RBSI|-5.84445|105.742|224.44|Station Rajabasa, Sumatra|2008-01-01T00:00:00|2599-12-31T23:59:59
AU|QIS|-20.557699|139.605194|450.0|Mount Isa, Qld|2005-02-06T00:00:00|2599-12-31T23:59:59
YC|SBD7|5.64967|118.129547|0.0|Kuala|2018-03-13T03:30:00|2020-01-10T07:15:00
AU|LCRK|-30.447201|138.216202|207.0|Leigh Creek,South Australia|2013-06-16T00:00:00|2599-12-31T23:59:59
XT|KYSI|-17.878668|177.759399|158.0|Keyasi|2001-07-27T02:08:56|2002-12-31T23:59:59
YC|KINA|6.05826|116.565933|3261.0|Mt|2018-03-28T01:35:00|2020-01-18T08:25:00
ZC|ANAH|16.3643|145.633698|58.0|Anatahan Island, Northern Mariana Islands|2006-07-29T00:00:00|2008-01-01T00:00:00
XP|0391|-39.019299|175.770996|680.0|Turangi|1994-01-01T00:00:00|1995-04-11T00:00:00
IA|MWPI|-0.93|134.0431|70.0|Station Manokwari, Indonesia (CN)|2009-07-19T00:00:00|2599-12-31T23:59:59
IA|YOGI|-7.817|110.295|171.0|Station Yogyakarta, Indonesia (CN)|2006-01-01T00:00:00|2599-12-31T23:59:59
AU|MTN|-12.8436|131.132706|137.399993896|Manton Dam, Northern Territory|2006-08-11T00:00:00|2599-12-31T23:59:59
AU|NTLS|-32.931999|151.762497|13.0|Newcastle Soft JUMP, New South Wales|2010-09-10T00:00:00|2599-12-31T23:59:59
7E|KB07|-16.697701|125.919502|524.0|QUEENSLAND, AUSTRALIA|1998-05-24T06:06:09|1998-07-23T03:03:19
XT|NVLA|-17.659796|177.810944|153.0|Navala|2001-08-01T03:29:54|2002-12-31T23:59:59
5A|KAVI|-2.56941|150.804428|18.0|KAVIENG|2014-11-23T02:00:00|2016-08-21T00:00:00
XO|PAGE|18.120707|145.766876|73.0|Pagan east|2003-05-25T00:00:00|2004-12-31T23:59:59
XQ|6670|-38.4977|175.431305|473.0|6670|2002-07-22T00:00:00|2002-11-02T00:00:00
XO|SAP1|15.285745|145.80928|100.0|Saipan 1|2003-04-30T05:28:06|2004-12-31T23:59:59
XT|NAU|-0.506318|166.932632|1.0|Nauru|1994-03-28T05:44:54|1996-12-31T23:59:59
IA|KPJI|-7.3333|108.931|111.0|Station Karang Pucung, Java|2008-01-01T00:00:00|2599-12-31T23:59:59
AU|PSAD3|-21.642984|119.779861|327.0|Pilbara Seismic Array Element D3|2011-01-01T00:00:00|2599-12-31T23:59:59
S1|AUCAS|-34.2637|135.7219|72.0|Cummins Area School|2013-08-26T00:00:00|2599-12-31T23:59:59
YS|BKOR|-8.4868|122.5509|83.0|Bangkoor village, e Flores Island Indonesia|2014-10-28T00:00:00|2016-12-31T23:59:59
SS|SAIP|15.2143|145.751907|229.0|SAIP|2007-02-06T00:00:00|2014-01-01T00:00:00
G|DZM|-22.07164|166.44377|878.0|Dzumac - New Caledonia, France|2003-09-01T00:00:00|2599-12-31T23:59:59
2O|BTL03|-16.86486|133.09611|234.0|Buchannan Downs, NT|2021-09-10T00:00:00|2025-12-31T00:28:28
IA|BSSI|-6.1428|120.4904|114.3|Station Benteng, P.Selayar, Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
ZC|TIN1|14.9603|145.641205|67.0|Tinian Island, Northern Mariana Islands|2006-07-31T00:00:00|2008-01-01T00:00:00
Z6|OS08|-9.4403|110.1685|-1224.0|Station OS08, Indonesia|2004-05-02T00:00:00|2004-10-02T00:00:00
AU|NTLH|-32.8983|151.703003|64.0|Newcastle Hard Rock JUMP, New South Wales|2012-09-25T00:00:00|2599-12-31T23:59:59
AU|RKGY|-34.6094|116.9773|30.0|Rocky Gully, WA|1999-09-27T00:00:00|2599-12-31T23:59:59
TM|NONG|18.063498|103.1458|173.0|Phon Phisai, Nong Khai|2008-01-01T00:00:00|2599-12-31T23:59:59
IA|SKJI|-7.0053|106.5563|100.35|Station Sukabumi, Java|2007-01-01T00:00:00|2599-12-31T23:59:59
XT|PNI|7.006|158.15184|1.0|Pohnpei|1995-07-10T00:57:11|1996-12-31T23:59:59
7B|SD06|-28.4963|135.9021|0.0|QUEENSLAND, AUSTRALIA|1995-03-18T02:38:47|1995-05-24T02:28:47
IA|RGRI|-0.3491|102.3338|40.93|Station Rengat, Sumatra|2007-01-01T00:00:00|2599-12-31T23:59:59
XM|WTRA|-43.2789|170.358994|60.0|Whataroa|1994-01-25T00:00:00|1994-04-23T00:00:00
YY|OBS44|18.3027|145.619095|-2585.0|LDEO OBS44|2003-06-18T00:00:00|2004-05-08T23:59:59
XO|SAP4|15.174628|145.771225|116.0|Saipan 4|2003-06-27T08:28:57|2004-12-31T23:59:59
ZC|SAIP|15.2143|145.751907|229.0|Saipan, Northern Mariana Island|2006-08-03T00:00:00|2008-12-31T23:59:59
ND|PINNC|-22.6129|167.4465|21.0|L'Ile-des-Pins|2011-10-21T00:00:00|2500-12-31T23:59:59
IU|PMG|-9.4047|147.1597|90.0|Port Moresby, New Guinea|1993-09-10T00:00:00|2599-12-31T23:59:59
ZU|NZ28|-45.963902|171.751404|-1328.0|SIO_OBS_ID: 133|2009-02-16T00:00:00|2010-02-11T23:59:59
AU|PSAA1|-21.576689|119.836227|325.0|Pilbara Seismic Array Element A1|2011-01-01T00:00:00|2599-12-31T23:59:59
AU|BN2S|-27.3293|153.047699|8.0|Brisbande 2 Soft JUMP, Queensland|2009-01-01T00:00:00|2599-12-31T23:59:59
ZB|MLKR|-2.9593|100.194603|22.0|Malakopa-newID|2008-04-25T10:18:53|2008-10-14T00:00:00
AU|TV1H|-19.2614|146.795395|65.0|Townsville 1 Hard JUMP, Queensland|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|CMSA|-31.5375|145.691605|220.0|Cobar, New South Wales|2001-06-26T00:00:00|2599-12-31T23:59:59
XB|BBKB|-41.717098|172.932205|1357.0|-|2001-12-24T00:00:00|2002-12-31T23:59:59
AU|PSAB3|-21.593241|119.854675|327.0|Pilbara Seismic Array Element B3|2011-01-01T00:00:00|2599-12-31T23:59:59
XP|0097|-38.856499|176.414001|500.0|Rangitaiki|1994-01-01T00:00:00|1995-04-11T00:00:00
ZN|E|-10.0805|150.621307|-1400.0|SIO OBS ID E|2010-03-02T00:00:00|2011-01-26T23:59:59
IA|KKSI|-4.1718|121.6513|89.03|Station Kolaka, Sulawesi, Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
YC|SBA8|4.43208|118.095222|156.0|Teck|2018-03-15T05:10:00|2020-01-12T03:00:00
IA|SRBI|-8.0848|115.2126|111.5|Station Singaraja, Bali|2008-01-01T00:00:00|2599-12-31T23:59:59
XB|TOPS|-41.801899|172.851196|637.0|-|2001-07-24T00:00:00|2001-12-21T00:00:00
YC|SBB5|4.73101|116.885742|1050.0|Maliau|2018-03-17T07:55:00|2020-01-14T11:25:00
IA|CTJI|-7.00754|109.18356|104.0|Station Waduk Cacaban, Java, BMG, Indonesia|2007-01-01T00:00:00|2599-12-31T23:59:59
AU|WR5|-19.952171|134.430374|364.2|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
XD|ESA|-9.739139|150.811981|133.0|Esa-Ala,  Normanby Island|1999-07-19T02:22:29|2000-12-31T23:59:59
IA|TARA|3.32712|117.57037|95.0|Station Tarakan, Indonesia|2005-01-01T00:00:00|2599-12-31T23:59:59
S1|AUSSC|-38.0977|147.0825|19.0|Sale College|2013-11-21T00:00:00|2599-12-31T23:59:59
XC|DOTA|-45.52993|167.273712|255.3|Doubtful Sound, New Zealand|1996-02-27T23:00:00|1996-12-31T23:59:59
XU|DOTA|-45.5299|167.273697|255.3|Doubtful Sound, New Zealand|1996-02-27T23:00:00|1996-12-31T23:59:59
S1|AUDAR|-35.253|149.1377|575.0|Daramalan College|2012-04-11T00:00:00|2599-12-31T23:59:59
AU|WB5|-19.878218|134.366196|370.9|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|AS31|-23.666|133.904007|607.0|Alice Springs Array Element 31 BroadBand|2005-06-21T00:00:00|2599-12-31T23:59:59
XC|BLBA|-41.713902|173.877396|253.0|Blackbirch|1995-11-13T04:04:40|1996-12-31T23:59:59
IA|JCJI|-6.7344|108.2631|85.57|Station Jatiwangi, Indonesia|2006-01-01T00:00:00|2599-12-31T23:59:59
7B|SC08|-22.274799|131.367203|0.0|QUEENSLAND, AUSTRALIA|1994-06-02T07:52:09|1994-10-18T23:59:59
AU|WR8|-19.955793|134.500504|367.1|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
XO|SAP5|15.132323|145.707626|74.0|Saipan 5|2003-05-05T05:43:39|2004-12-31T23:59:59
XO|TIN1|15.048357|145.612411|126.0|Tinian 1|2003-05-16T07:33:42|2004-12-31T23:59:59
TM|LOEI|17.5093|101.6244|305.0|Nam Man, Loei|2008-01-01T00:00:00|2599-12-31T23:59:59
ZN|TAWA|-10.2683|150.773895|10.0|Tawali, Papua New Guinea|2010-09-21T00:00:00|2011-12-31T23:59:59
7B|SD01|-25.0338|128.303497|0.0|QUEENSLAND, AUSTRALIA|1995-05-27T09:04:29|1995-05-31T23:20:29
YY|OBS25|18.0333|147.282501|-3723.0|LDEO OBS25|2003-06-19T00:00:00|2003-07-31T23:59:59
ZU|NZ06|-39.749802|168.001099|-859.0|SIO_OBS_ID: 113|2009-02-03T00:00:00|2010-01-29T23:59:59
AU|BLDU|-30.6147|116.709099|280.0|Ballidu, Western Australia|2003-05-27T00:00:00|2599-12-31T23:59:59
YY|OBS45|18.3311|145.900208|-2669.0|LDEO OBS45|2003-06-18T00:00:00|2003-07-31T23:59:59
ZU|NZ19|-40.750198|170.900406|-549.0|SIO_OBS_ID: 120|2009-02-08T00:00:00|2010-01-27T23:59:59
S1|AUANU|-35.2839|149.1139|555.0|Australian National University|2022-11-01T11:32:11|2599-12-31T23:59:59
XD|SEHE|-9.98866|151.152985|91.0|Sehulea (Weioko Village), Normanby Island|1999-07-21T23:09:56|2000-12-31T23:59:59
7B|SB06|-35.036659|140.146194|0.0|QUEENSLAND, AUSTRALIA|1993-11-24T02:08:28|1994-04-13T03:56:08
MI|HTSP|15.23166|145.79851|38.0|HUB|2011-03-20T00:00:00|2599-12-31T23:59:59
XP|0145|-38.049999|175.667007|300.0|Cambridge|1994-03-01T00:00:00|1995-04-11T00:00:00
GE|PMG|-9.4047|147.1597|90.0|(GSN) IRIS/USGS (IU),GEOFON(GE)Poseidon,PM Geo Obs|1993-09-10T00:00:00|2599-12-31T23:59:59
YC|SBC9|5.19098|118.946098|74.0|Pelita|2018-03-14T04:05:00|2020-01-11T03:50:00
IA|BJI|-7.3329|109.7096|629.0|Station Banjarnegara, Indonesia|2005-01-01T00:00:00|2599-12-31T23:59:59
AU|OKDL|-34.0707|150.4805|508.0|Oakdale, Sydney, NSW|2017-02-17T00:00:00|2599-12-31T23:59:59
1U|ATI|-36.321969|174.374467|74.0|Ätiu Creek Regional Park|2023-01-01T00:00:00|2025-12-31T23:59:59
